PassengerId,Survived,Pclass,Age,SibSp,Parch,CatAge,CatFare,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Unique
78,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
79,1.0,2,0.83,0,2,0,2,1,0,1,0,0,0,0
80,1.0,3,30.0,0,0,2,1,0,0,1,1,0,0,0
81,0.0,3,22.0,0,0,0,1,1,0,1,0,1,0,0
82,1.0,3,29.0,0,0,2,1,1,0,1,0,1,0,0
83,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
84,0.0,1,28.0,0,0,1,3,1,0,1,0,1,0,0
85,1.0,2,17.0,0,0,0,1,0,0,1,1,0,0,0
86,1.0,3,33.0,3,0,2,2,0,0,1,0,0,1,0
87,0.0,3,16.0,1,3,0,3,1,0,1,0,1,0,0
88,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
89,1.0,1,23.0,3,2,1,3,0,0,1,1,0,0,0
90,0.0,3,24.0,0,0,1,1,1,0,1,0,1,0,0
91,0.0,3,29.0,0,0,2,1,1,0,1,0,1,0,0
92,0.0,3,20.0,0,0,0,0,1,0,1,0,1,0,0
93,0.0,1,46.0,1,0,3,3,1,0,1,0,1,0,0
94,0.0,3,26.0,1,2,1,2,1,0,1,0,1,0,0
95,0.0,3,59.0,0,0,3,0,1,0,1,0,1,0,0
96,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
97,0.0,1,71.0,0,0,3,3,1,0,0,0,1,0,0
98,1.0,1,23.0,0,1,1,3,1,0,0,0,1,0,0
99,1.0,2,34.0,0,1,2,2,0,0,1,0,0,1,0
100,0.0,2,34.0,1,0,2,2,1,0,1,0,1,0,0
101,0.0,3,28.0,0,0,1,0,0,0,1,1,0,0,0
102,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
103,0.0,1,21.0,0,1,0,3,1,0,1,0,1,0,0
104,0.0,3,33.0,0,0,2,1,1,0,1,0,1,0,0
105,0.0,3,37.0,2,0,3,1,1,0,1,0,1,0,0
106,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
107,1.0,3,21.0,0,0,0,0,0,0,1,1,0,0,0
108,1.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
109,0.0,3,38.0,0,0,3,0,1,0,1,0,1,0,0
110,1.0,3,28.0,1,0,1,2,0,1,0,1,0,0,0
111,0.0,1,47.0,0,0,3,3,1,0,1,0,1,0,0
112,0.0,3,14.5,1,0,0,1,0,0,0,1,0,0,0
113,0.0,3,22.0,0,0,0,1,1,0,1,0,1,0,0
114,0.0,3,20.0,1,0,0,1,0,0,1,1,0,0,0
115,0.0,3,17.0,0,0,0,2,0,0,0,1,0,0,0
116,0.0,3,21.0,0,0,0,1,1,0,1,0,1,0,0
117,0.0,3,70.5,0,0,3,0,1,1,0,0,1,0,0
118,0.0,2,29.0,1,0,2,2,1,0,1,0,1,0,0
119,0.0,1,24.0,0,1,1,3,1,0,0,0,1,0,0
120,0.0,3,2.0,4,2,0,2,0,0,1,1,0,0,0
121,0.0,2,21.0,2,0,0,3,1,0,1,0,1,0,0
122,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
123,0.0,2,32.5,1,0,2,2,1,0,0,0,1,0,0
124,1.0,2,32.5,0,0,2,1,0,0,1,1,0,0,0
125,0.0,1,54.0,0,1,3,3,1,0,1,0,1,0,0
126,1.0,3,12.0,1,0,0,1,1,0,0,0,0,0,0
127,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
128,1.0,3,24.0,0,0,1,0,1,0,1,0,1,0,0
129,1.0,3,28.0,1,1,1,2,0,0,0,1,0,0,0
130,0.0,3,45.0,0,0,3,0,1,0,1,0,1,0,0
131,0.0,3,33.0,0,0,2,0,1,0,0,0,1,0,0
132,0.0,3,20.0,0,0,0,0,1,0,1,0,1,0,0
133,0.0,3,47.0,1,0,3,2,0,0,1,0,0,1,0
134,1.0,2,29.0,1,0,2,2,0,0,1,0,0,1,0
135,0.0,2,25.0,0,0,1,1,1,0,1,0,1,0,0
136,0.0,2,23.0,0,0,1,2,1,0,0,0,1,0,0
137,1.0,1,19.0,0,2,0,2,0,0,1,1,0,0,0
138,0.0,1,37.0,1,0,3,3,1,0,1,0,1,0,0
139,0.0,3,16.0,0,0,0,1,1,0,1,0,1,0,0
140,0.0,1,24.0,0,0,1,3,1,0,0,0,1,0,0
141,0.0,3,28.0,0,2,1,2,0,0,0,0,0,1,0
142,1.0,3,22.0,0,0,0,0,0,0,1,1,0,0,0
143,1.0,3,24.0,1,0,1,2,0,0,1,0,0,1,0
144,0.0,3,19.0,0,0,0,0,1,1,0,0,1,0,0
145,0.0,2,18.0,0,0,0,1,1,0,1,0,1,0,0
146,0.0,2,19.0,1,1,0,3,1,0,1,0,1,0,0
147,1.0,3,27.0,0,0,1,0,1,0,1,0,1,0,0
148,0.0,3,9.0,2,2,0,3,0,0,1,1,0,0,0
149,0.0,2,36.5,0,2,3,2,1,0,1,0,1,0,0
150,0.0,2,42.0,0,0,3,1,1,0,1,0,0,0,1
151,0.0,2,51.0,0,0,3,1,1,0,1,0,0,0,1
152,1.0,1,22.0,1,0,0,3,0,0,1,0,0,1,0
153,0.0,3,55.5,0,0,3,1,1,0,1,0,1,0,0
154,0.0,3,40.5,0,2,3,2,1,0,1,0,1,0,0
155,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
156,0.0,1,51.0,0,1,3,3,1,0,0,0,1,0,0
157,1.0,3,16.0,0,0,0,0,0,1,0,1,0,0,0
158,0.0,3,30.0,0,0,2,1,1,0,1,0,1,0,0
159,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
160,0.0,3,28.0,8,2,1,3,1,0,1,0,0,0,0
161,0.0,3,44.0,0,1,3,2,1,0,1,0,1,0,0
162,1.0,2,40.0,0,0,3,2,0,0,1,0,0,1,0
163,0.0,3,26.0,0,0,1,0,1,0,1,0,1,0,0
164,0.0,3,17.0,0,0,0,1,1,0,1,0,1,0,0
165,0.0,3,1.0,4,1,0,3,1,0,1,0,0,0,0
166,1.0,3,9.0,0,2,0,2,1,0,1,0,0,0,0
167,1.0,1,28.0,0,1,1,3,0,0,1,0,0,1,0
168,0.0,3,45.0,1,4,3,2,0,0,1,0,0,1,0
169,0.0,1,28.0,0,0,1,2,1,0,1,0,1,0,0
170,0.0,3,28.0,0,0,1,3,1,0,1,0,1,0,0
171,0.0,1,61.0,0,0,3,3,1,0,1,0,1,0,0
172,0.0,3,4.0,4,1,0,2,1,1,0,0,0,0,0
173,1.0,3,1.0,1,1,0,1,0,0,1,1,0,0,0
174,0.0,3,21.0,0,0,0,1,1,0,1,0,1,0,0
175,0.0,1,56.0,0,0,3,2,1,0,0,0,1,0,0
176,0.0,3,18.0,1,1,0,0,1,0,1,0,1,0,0
177,0.0,3,28.0,3,1,1,2,1,0,1,0,0,0,0
178,0.0,1,50.0,0,0,3,2,0,0,0,1,0,0,0
179,0.0,2,30.0,0,0,2,1,1,0,1,0,1,0,0
180,0.0,3,36.0,0,0,3,0,1,0,1,0,1,0,0
181,0.0,3,28.0,8,2,1,3,0,0,1,1,0,0,0
182,0.0,2,28.0,0,0,1,2,1,0,0,0,1,0,0
183,0.0,3,9.0,4,2,0,3,1,0,1,0,0,0,0
184,1.0,2,1.0,2,1,0,3,1,0,1,0,0,0,0
185,1.0,3,4.0,0,2,0,2,0,0,1,1,0,0,0
186,0.0,1,28.0,0,0,1,3,1,0,1,0,1,0,0
187,1.0,3,28.0,1,0,1,2,0,1,0,0,0,1,0
188,1.0,1,45.0,0,0,3,2,1,0,1,0,1,0,0
189,0.0,3,40.0,1,1,3,2,1,1,0,0,1,0,0
190,0.0,3,36.0,0,0,3,0,1,0,1,0,1,0,0
191,1.0,2,32.0,0,0,2,1,0,0,1,0,0,1,0
192,0.0,2,19.0,0,0,0,1,1,0,1,0,1,0,0
193,1.0,3,19.0,1,0,0,0,0,0,1,1,0,0,0
194,1.0,2,3.0,1,1,0,2,1,0,1,0,0,0,0
195,1.0,1,44.0,0,0,3,2,0,0,0,0,0,1,0
196,1.0,1,58.0,0,0,3,3,0,0,0,1,0,0,0
197,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
198,0.0,3,42.0,0,1,3,1,1,0,1,0,1,0,0
199,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
200,0.0,2,24.0,0,0,1,1,0,0,1,1,0,0,0
201,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
202,0.0,3,28.0,8,2,1,3,1,0,1,0,1,0,0
203,0.0,3,34.0,0,0,2,0,1,0,1,0,1,0,0
204,0.0,3,45.5,0,0,3,0,1,0,0,0,1,0,0
205,1.0,3,18.0,0,0,0,1,1,0,1,0,1,0,0
206,0.0,3,2.0,0,1,0,1,0,0,1,1,0,0,0
207,0.0,3,32.0,1,0,2,2,1,0,1,0,1,0,0
208,1.0,3,26.0,0,0,1,2,1,0,0,0,1,0,0
209,1.0,3,16.0,0,0,0,0,0,1,0,1,0,0,0
210,1.0,1,40.0,0,0,3,2,1,0,0,0,1,0,0
211,0.0,3,24.0,0,0,1,0,1,0,1,0,1,0,0
212,1.0,2,35.0,0,0,2,2,0,0,1,1,0,0,0
213,0.0,3,22.0,0,0,0,0,1,0,1,0,1,0,0
214,0.0,2,30.0,0,0,2,1,1,0,1,0,1,0,0
215,0.0,3,28.0,1,0,1,0,1,1,0,0,1,0,0
216,1.0,1,31.0,1,0,2,3,0,0,0,1,0,0,0
217,1.0,3,27.0,0,0,1,1,0,0,1,1,0,0,0
218,0.0,2,42.0,1,0,3,2,1,0,1,0,1,0,0
219,1.0,1,32.0,0,0,2,3,0,0,0,1,0,0,0
220,0.0,2,30.0,0,0,2,1,1,0,1,0,1,0,0
221,1.0,3,16.0,0,0,0,1,1,0,1,0,1,0,0
222,0.0,2,27.0,0,0,1,1,1,0,1,0,1,0,0
223,0.0,3,51.0,0,0,3,1,1,0,1,0,1,0,0
224,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
225,1.0,1,38.0,1,0,3,3,1,0,1,0,1,0,0
226,0.0,3,22.0,0,0,0,1,1,0,1,0,1,0,0
227,1.0,2,19.0,0,0,0,1,1,0,1,0,1,0,0
228,0.0,3,20.5,0,0,0,0,1,0,1,0,1,0,0
229,0.0,2,18.0,0,0,0,1,1,0,1,0,1,0,0
230,0.0,3,28.0,3,1,1,2,0,0,1,1,0,0,0
231,1.0,1,35.0,1,0,2,3,0,0,1,0,0,1,0
232,0.0,3,29.0,0,0,2,0,1,0,1,0,1,0,0
233,0.0,2,59.0,0,0,3,1,1,0,1,0,1,0,0
234,1.0,3,5.0,4,2,0,3,0,0,1,1,0,0,0
235,0.0,2,24.0,0,0,1,1,1,0,1,0,1,0,0
236,0.0,3,28.0,0,0,1,0,0,0,1,1,0,0,0
237,0.0,2,44.0,1,0,3,2,1,0,1,0,1,0,0
238,1.0,2,8.0,0,2,0,2,0,0,1,1,0,0,0
239,0.0,2,19.0,0,0,0,1,1,0,1,0,1,0,0
240,0.0,2,33.0,0,0,2,1,1,0,1,0,1,0,0
241,0.0,3,28.0,1,0,1,1,0,0,0,1,0,0,0
242,1.0,3,28.0,1,0,1,2,0,1,0,1,0,0,0
243,0.0,2,29.0,0,0,2,1,1,0,1,0,1,0,0
244,0.0,3,22.0,0,0,0,0,1,0,1,0,1,0,0
245,0.0,3,30.0,0,0,2,0,1,0,0,0,1,0,0
246,0.0,1,44.0,2,0,3,3,1,1,0,0,0,0,1
247,0.0,3,25.0,0,0,1,0,0,0,1,1,0,0,0
248,1.0,2,24.0,0,2,1,2,0,0,1,0,0,1,0
249,1.0,1,37.0,1,1,3,3,1,0,1,0,1,0,0
250,0.0,2,54.0,1,0,3,2,1,0,1,0,0,0,1
251,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
252,0.0,3,29.0,1,1,2,1,0,0,1,0,0,1,0
253,0.0,1,62.0,0,0,3,2,1,0,1,0,1,0,0
254,0.0,3,30.0,1,0,2,2,1,0,1,0,1,0,0
255,0.0,3,41.0,0,2,3,2,0,0,1,0,0,1,0
256,1.0,3,29.0,0,2,2,2,0,0,0,0,0,1,0
257,1.0,1,28.0,0,0,1,3,0,0,0,0,0,1,0
258,1.0,1,30.0,0,0,2,3,0,0,1,1,0,0,0
259,1.0,1,35.0,0,0,2,3,0,0,0,1,0,0,0
260,1.0,2,50.0,0,1,3,2,0,0,1,0,0,1,0
261,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
262,1.0,3,3.0,4,2,0,3,1,0,1,0,0,0,0
263,0.0,1,52.0,1,1,3,3,1,0,1,0,1,0,0
264,0.0,1,40.0,0,0,3,0,1,0,1,0,1,0,0
265,0.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
266,0.0,2,36.0,0,0,3,1,1,0,1,0,1,0,0
267,0.0,3,16.0,4,1,0,3,1,0,1,0,1,0,0
268,1.0,3,25.0,1,0,1,0,1,0,1,0,1,0,0
269,1.0,1,58.0,0,1,3,3,0,0,1,0,0,1,0
270,1.0,1,35.0,0,0,2,3,0,0,1,1,0,0,0
271,0.0,1,28.0,0,0,1,2,1,0,1,0,1,0,0
272,1.0,3,25.0,0,0,1,0,1,0,1,0,1,0,0
273,1.0,2,41.0,0,1,3,2,0,0,1,0,0,1,0
274,0.0,1,37.0,0,1,3,2,1,0,0,0,1,0,0
275,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
276,1.0,1,63.0,1,0,3,3,0,0,1,1,0,0,0
277,0.0,3,45.0,0,0,3,0,0,0,1,1,0,0,0
278,0.0,2,28.0,0,0,1,0,1,0,1,0,1,0,0
279,0.0,3,7.0,4,1,0,2,1,1,0,0,0,0,0
280,1.0,3,35.0,1,1,2,2,0,0,1,0,0,1,0
281,0.0,3,65.0,0,0,3,0,1,1,0,0,1,0,0
282,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
283,0.0,3,16.0,0,0,0,1,1,0,1,0,1,0,0
284,1.0,3,19.0,0,0,0,1,1,0,1,0,1,0,0
285,0.0,1,28.0,0,0,1,2,1,0,1,0,1,0,0
286,0.0,3,33.0,0,0,2,1,1,0,0,0,1,0,0
287,1.0,3,30.0,0,0,2,1,1,0,1,0,1,0,0
288,0.0,3,22.0,0,0,0,0,1,0,1,0,1,0,0
289,1.0,2,42.0,0,0,3,1,1,0,1,0,1,0,0
290,1.0,3,22.0,0,0,0,0,0,1,0,1,0,0,0
291,1.0,1,26.0,0,0,1,3,0,0,1,1,0,0,0
292,1.0,1,19.0,1,0,0,3,0,0,0,0,0,1,0
293,0.0,2,36.0,0,0,3,1,1,0,0,0,1,0,0
294,0.0,3,24.0,0,0,1,1,0,0,1,1,0,0,0
295,0.0,3,24.0,0,0,1,0,1,0,1,0,1,0,0
296,0.0,1,28.0,0,0,1,2,1,0,0,0,1,0,0
297,0.0,3,23.5,0,0,1,0,1,0,0,0,1,0,0
298,0.0,1,2.0,1,2,0,3,0,0,1,1,0,0,0
299,1.0,1,28.0,0,0,1,2,1,0,1,0,1,0,0
300,1.0,1,50.0,0,1,3,3,0,0,0,0,0,1,0
301,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
302,1.0,3,28.0,2,0,1,2,1,1,0,0,1,0,0
303,0.0,3,19.0,0,0,0,0,1,0,1,0,1,0,0
304,1.0,2,28.0,0,0,1,1,0,1,0,1,0,0,0
305,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
306,1.0,1,0.92,1,2,0,3,1,0,1,0,0,0,0
307,1.0,1,28.0,0,0,1,3,0,0,0,1,0,0,0
308,1.0,1,17.0,1,0,0,3,0,0,0,0,0,1,0
309,0.0,2,30.0,1,0,2,2,1,0,0,0,1,0,0
310,1.0,1,30.0,0,0,2,3,0,0,0,1,0,0,0
311,1.0,1,24.0,0,0,1,3,0,0,0,1,0,0,0
312,1.0,1,18.0,2,2,0,3,0,0,0,1,0,0,0
313,0.0,2,26.0,1,1,1,2,0,0,1,0,0,1,0
314,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
315,0.0,2,43.0,1,1,3,2,1,0,1,0,1,0,0
316,1.0,3,26.0,0,0,1,0,0,0,1,1,0,0,0
317,1.0,2,24.0,1,0,1,2,0,0,1,0,0,1,0
318,0.0,2,54.0,0,0,3,1,1,0,1,0,0,0,1
319,1.0,1,31.0,0,2,2,3,0,0,1,1,0,0,0
320,1.0,1,40.0,1,1,3,3,0,0,0,0,0,1,0
321,0.0,3,22.0,0,0,0,0,1,0,1,0,1,0,0
322,0.0,3,27.0,0,0,1,0,1,0,1,0,1,0,0
323,1.0,2,30.0,0,0,2,1,0,1,0,1,0,0,0
324,1.0,2,22.0,1,1,0,2,0,0,1,0,0,1,0
325,0.0,3,28.0,8,2,1,3,1,0,1,0,1,0,0
326,1.0,1,36.0,0,0,3,3,0,0,0,1,0,0,0
327,0.0,3,61.0,0,0,3,0,1,0,1,0,1,0,0
328,1.0,2,36.0,0,0,3,1,0,0,1,0,0,1,0
329,1.0,3,31.0,1,1,2,2,0,0,1,0,0,1,0
330,1.0,1,16.0,0,1,0,3,0,0,0,1,0,0,0
331,1.0,3,28.0,2,0,1,2,0,1,0,1,0,0,0
332,0.0,1,45.5,0,0,3,2,1,0,1,0,1,0,0
333,0.0,1,38.0,0,1,3,3,1,0,1,0,1,0,0
334,0.0,3,16.0,2,0,0,2,1,0,1,0,1,0,0
335,1.0,1,28.0,1,0,1,3,0,0,1,0,0,1,0
336,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
337,0.0,1,29.0,1,0,2,3,1,0,1,0,1,0,0
338,1.0,1,41.0,0,0,3,3,0,0,0,1,0,0,0
339,1.0,3,45.0,0,0,3,1,1,0,1,0,1,0,0
340,0.0,1,45.0,0,0,3,3,1,0,1,0,1,0,0
341,1.0,2,2.0,1,1,0,2,1,0,1,0,0,0,0
342,1.0,1,24.0,3,2,1,3,0,0,1,1,0,0,0
343,0.0,2,28.0,0,0,1,1,1,0,1,0,1,0,0
344,0.0,2,25.0,0,0,1,1,1,0,1,0,1,0,0
345,0.0,2,36.0,0,0,3,1,1,0,1,0,1,0,0
346,1.0,2,24.0,0,0,1,1,0,0,1,1,0,0,0
347,1.0,2,40.0,0,0,3,1,0,0,1,1,0,0,0
348,1.0,3,28.0,1,0,1,2,0,0,1,0,0,1,0
349,1.0,3,3.0,1,1,0,2,1,0,1,0,0,0,0
350,0.0,3,42.0,0,0,3,1,1,0,1,0,1,0,0
351,0.0,3,23.0,0,0,1,1,1,0,1,0,1,0,0
352,0.0,1,28.0,0,0,1,3,1,0,1,0,1,0,0
353,0.0,3,15.0,1,1,0,0,1,0,0,0,1,0,0
354,0.0,3,25.0,1,0,1,2,1,0,1,0,1,0,0
355,0.0,3,28.0,0,0,1,0,1,0,0,0,1,0,0
356,0.0,3,28.0,0,0,1,1,1,0,1,0,1,0,0
357,1.0,1,22.0,0,1,0,3,0,0,1,1,0,0,0
358,0.0,2,38.0,0,0,3,1,0,0,1,1,0,0,0
359,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
360,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
361,0.0,3,40.0,1,4,3,2,1,0,1,0,1,0,0
362,0.0,2,29.0,1,0,2,2,1,0,0,0,1,0,0
363,0.0,3,45.0,0,1,3,1,0,0,0,0,0,1,0
364,0.0,3,35.0,0,0,2,0,1,0,1,0,1,0,0
365,0.0,3,28.0,1,0,1,2,1,1,0,0,1,0,0
366,0.0,3,30.0,0,0,2,0,1,0,1,0,1,0,0
367,1.0,1,60.0,1,0,3,3,0,0,0,0,0,1,0
368,1.0,3,28.0,0,0,1,0,0,0,0,0,0,1,0
369,1.0,3,28.0,0,0,1,0,0,1,0,1,0,0,0
370,1.0,1,24.0,0,0,1,3,0,0,0,0,0,1,0
371,1.0,1,25.0,1,0,1,3,1,0,0,0,1,0,0
372,0.0,3,18.0,1,0,0,0,1,0,1,0,1,0,0
373,0.0,3,19.0,0,0,0,1,1,0,1,0,1,0,0
374,0.0,1,22.0,0,0,0,3,1,0,0,0,1,0,0
375,0.0,3,3.0,3,1,0,2,0,0,1,1,0,0,0
376,1.0,1,28.0,1,0,1,3,0,0,0,0,0,1,0
377,1.0,3,22.0,0,0,0,0,0,0,1,1,0,0,0
378,0.0,1,27.0,0,2,1,3,1,0,0,0,1,0,0
379,0.0,3,20.0,0,0,0,0,1,0,0,0,1,0,0
380,0.0,3,19.0,0,0,0,0,1,0,1,0,1,0,0
381,1.0,1,42.0,0,0,3,3,0,0,0,1,0,0,0
382,1.0,3,1.0,0,2,0,2,0,0,0,1,0,0,0
383,0.0,3,32.0,0,0,2,1,1,0,1,0,1,0,0
384,1.0,1,35.0,1,0,2,3,0,0,1,0,0,1,0
385,0.0,3,28.0,0,0,1,0,1,0,1,0,1,0,0
386,0.0,2,18.0,0,0,0,3,1,0,1,0,1,0,0
387,0.0,3,1.0,5,2,0,3,1,0,1,0,0,0,0
388,1.0,2,36.0,0,0,3,1,0,0,1,1,0,0,0
389,0.0,3,28.0,0,0,1,0,1,1,0,0,1,0,0
390,1.0,2,17.0,0,0,0,1,0,0,0,1,0,0,0
391,1.0,1,36.0,1,2,3,3,1,0,1,0,1,0,0
392,1.0,3,21.0,0,0,0,0,1,0,1,0,1,0,0
393,0.0,3,28.0,2,0,1,1,1,0,1,0,1,0,0
394,1.0,1,23.0,1,0,1,3,0,0,0,1,0,0,0
395,1.0,3,24.0,0,2,1,2,0,0,1,0,0,1,0
396,0.0,3,22.0,0,0,0,0,1,0,1,0,1,0,0
397,0.0,3,31.0,0,0,2,0,0,0,1,1,0,0,0
398,0.0,2,46.0,0,0,3,2,1,0,1,0,1,0,0
399,0.0,2,23.0,0,0,1,1,1,0,1,0,0,0,1
400,1.0,2,28.0,0,0,1,1,0,0,1,0,0,1,0
401,1.0,3,39.0,0,0,3,1,1,0,1,0,1,0,0
402,0.0,3,26.0,0,0,1,1,1,0,1,0,1,0,0
403,0.0,3,21.0,1,0,0,1,0,0,1,1,0,0,0
404,0.0,3,28.0,1,0,1,2,1,0,1,0,1,0,0
405,0.0,3,20.0,0,0,0,1,0,0,1,1,0,0,0
406,0.0,2,34.0,1,0,2,2,1,0,1,0,1,0,0
